,Sentiment,Sentiment Num,Multi,Prediction,Text,Correct2_A,Correct5_A,Correct2_B,Correct5_B,Correct2_C,Correct5_C,Correct2_D,Correct5_D
969,Positive,1,1,1,"   A   perverse   little  truffle  ,     dainty  psychological  terror   on    the  outside   with    a   creamy  filling   of     familial  jealousy  and   unrepentant   domestic  psychopathy  .",no,no,yes,yes,no,yes,yes,yes
970,Positive,1,2,1," This    ecologically   minded   ,  wildlife   friendly  film    teaches   good  ethics   while     entertaining   with   its   unconventionally  wacky  but   loving  family",yes,yes,yes,yes,yes,yes,yes,yes
971,Positive,1,2,1,   An   enjoyably   half-wit  remake   of   the   venerable   Italian   comedy   Big  Deal   on   Madonna  Street  .,yes,no,yes,yes,no,yes,yes,yes
973,Positive,1,1,1,"     Reign   of  Fire   may    be   little  more   than    another  platter   of   reheated  Aliens  ,  but   it    's  still   pretty  tasty  .",yes,yes,yes,yes,yes,yes,yes,yes
974,Positive,1,1,1,"   There   are   times   when     A  Rumor   of  Angels    plays   like    an   extended  episode   of   Touched   by   an  Angel   --       a   little    too  much  dancing  ,   a   few    toomany weeping  scenes  --  but   I   liked     its  heart  and   its  spirit  .",no,no,yes,yes,no,yes,yes,yes
976,Positive,1,2,1," This    cheery   ,  down-to-earth  film    is   warm   with    the   cozy  feeling   of   relaxing   around   old  friends  .",yes,yes,yes,yes,yes,yes,yes,yes
977,Positive,1,2,1,"   Thrilling   ,  provocative   and   darkly  funny   ,    this   timely   sci-fi  mystery    works   on    so  many   different  levels   that   it    not  only  invites   ,   it    demands   repeated  viewings (2 .",yes,yes,yes,yes,yes,yes,yes,yes
978,Positive,1,1,-1,   A  tale   of    horror  and  revenge   that    is   nearly   perfect   in   its   relentless  descent   to    the  depths   of   one  man    's   tortured  soul  .,yes,yes,yes,yes,yes,yes,yes,yes
979,Positive,1,2,1,   An  epic   of    grandeur  and  scale   that   's   been  decades    gone   from    the  popcorn   pushing    sound  stages   of  Hollywood  .,yes,yes,yes,yes,yes,yes,yes,yes
980,Positive,1,2,1, Genuinely   touching   because   it   's   realistic   about    all  kinds   of  love  .,yes,yes,yes,no,yes,yes,yes,yes
981,Positive,1,2,1,"    Lauren  Ambrose   comes   alive   under    the  attention   from    two  strangers   in  town  -    with     honest  performances  and    realistic  interaction   between   the  characters   ,   this   is  a  coming-of-age  story   with   a  twist  .",yes,yes,yes,yes,yes,yes,yes,yes
984,Positive,1,1,1,"   An   enjoyable  film   for     the  family  ,    amusing  and  cute   for   both    adults  and  kids  .",yes,yes,yes,yes,yes,yes,yes,yes
986,Positive,1,2,-1,  The   second  chapter   of   the   Harry   Potter  series    is    even   more  magical   than     the  first  and    simply   the   best   family  film   of   the  year  .,yes,yes,yes,yes,yes,yes,yes,yes
987,Positive,1,1,1," More   honest   about    Alzheimer  's  disease   ,   I     think  ,   than  Iris  .",yes,yes,yes,yes,yes,yes,yes,yes
988,Positive,1,2,-1, The  acting   alone    is   worth    the  price   of  admission  .,yes,yes,yes,yes,yes,yes,yes,yes
989,Positive,1,2,1, An  excellent    romp   that   boasts   both     a  heart  and   a  mind  .,yes,yes,yes,no,yes,yes,yes,yes
990,Positive,1,1,-1,"     Interacting    eyeball-to-eyeball  and  toe-to-toe   ,     Hopkins  and  Norton   are   a   winning  combination  --  but   Fiennes    steals  `     Red   Dragon  '  right   from   under   their  noses  .",yes,yes,yes,yes,yes,yes,yes,yes
991,Positive,1,2,1,"This    is     a   terrific   character  study  ,    a  probe   into    the  life   of   a   complex  man  .",yes,yes,yes,yes,yes,yes,yes,yes
992,Positive,1,2,1,  Impresses  you   with   its    open-endedness  and  surprises  .,yes,yes,yes,yes,yes,yes,yes,yes
994,Positive,1,2,1," My   oh  my   ,     is  this     an  invigorating  ,   electric  movie  .",yes,yes,yes,yes,yes,yes,yes,yes
995,Negative,-1,-2,1, The  two    leads     chomp    considerably  more  scenery   with   their  acting   than    fire-breathing   monsters  barbecue   with   their  breath  ...,yes,yes,yes,yes,yes,yes,yes,yes
996,Positive,1,2,1,"Cedar       takes   a    very  open-minded  approach   to   this   sensitive  material  ,   showing     impressive  control  ,   both    visually  and   in   the  writing  .",yes,yes,yes,yes,yes,yes,yes,yes
997,Positive,1,2,-1,"   Biggie  and  Tupac   is    so  single-mindedly  daring   ,   it     puts    far   more  polished  documentaries   to  shame  .",yes,yes,yes,yes,yes,yes,yes,yes
998,Positive,1,1,1,"    So    many  documentaries     like   this   presuppose   religious  bigotry  or   zealous   nuttiness   of   its  antagonists  ,  but    Family  Fundamentals    displays   a   rare  gift   for   unflinching  impartiality .",yes,yes,yes,yes,yes,yes,yes,yes
999,Positive,1,2,1, The  cast      is   uniformly  excellent  and  relaxed  .,yes,yes,yes,yes,yes,yes,yes,yes
1000,Positive,1,1,1," After   making    several  adaptations   of    other   writers  '  work   ,    Armenian-Canadian   director   Atom  Egoyan    broached    an   original  treatment   of   a    deeply  personal  subject  .",yes,yes,yes,yes,yes,yes,yes,yes
1002,Positive,1,2,1," If   it    seems   like   a   minor  miracle   that    its   septuagenarian  star   is    young  enough   to   be      the   nonagenarian   filmmaker  's  son  ,   more  incredible   still    are    the clear-eyed    boldness  and  quiet  irony    with  which     actor  and  director   take   on    life  's   urgent  questions  .",yes,yes,yes,yes,yes,yes,yes,yes
1003,Positive,1,2,-1,    A     candid  and   often  fascinating  documentary   about   a   Pentecostal  church   in  Dallas   that   assembles     an   elaborate   haunted  house   each  year   to  scare    teenagers   into   attendingservices  .,yes,yes,yes,yes,yes,yes,yes,yes
1004,Positive,1,1,-1,    Fans   of   the   animated   wildlife   adventure  show   will   be   in   warthog  heaven  ;   others     need  not  necessarily  apply  .,yes,yes,yes,yes,yes,yes,yes,yes
1005,Positive,1,2,1," Without   resorting   to  hyperbole   ,   I    can   state   that    Kissing   Jessica  Stein   may   be    the   best   same-sex  romance   I   have  seen  .",yes,yes,yes,yes,yes,yes,yes,yes
1006,Positive,1,1,1,Nolan    bravely     treads   where    few   American  films   dare   to  delve  --   into    the  world   of    ambivalence  and  ambiguity  ...,yes,yes,yes,yes,yes,yes,yes,yes
1007,Positive,1,1,1," Unlike    the   nauseating  fictions    peddled   by   such   `   Have-yourself-a-happy-little-Holocaust   '  movies   as     Life   Is  Beautiful  and   Jakob   the  Liar   ,    The   Grey  Zone    is    honestenough  to   deny    the  possibility   of  hope   in  Auschwitz  .",yes,yes,yes,yes,yes,yes,yes,yes
1008,Positive,1,1,1, A   potent  allegorical    love  story  .,yes,yes,yes,no,yes,yes,yes,yes
1010,Positive,1,2,1,"This    is     cool   ,   slick  stuff  ,   ready   to   quench    the  thirst   of    an  audience   that   misses   the   summer  blockbusters  .",yes,yes,yes,yes,yes,yes,yes,yes
1011,Positive,1,2,1," The  movie    is   full   of     fine  performances  ,    led   by    Josef  Bierbichler   as   Brecht   and   Monica  Bleibtreu   as     Helene  Weigel  ,   his  wife  .",yes,no,yes,yes,no,yes,yes,yes
1012,Positive,1,1,1,  A   captivating   cross-cultural  comedy   of  manners  .,yes,yes,yes,no,yes,yes,yes,yes
1013,Positive,1,2,1,"    Andy  Garcia    enjoys   one   of   his   richest  roles   in  years  and    Mick  Jagger    gives   his   best  movie   performance    since   ,   well  ,  Performance  .",yes,no,yes,yes,no,yes,yes,yes
1015,Positive,1,2,1,"But    if   it     is  indeed    a  duty   of  art   to   reflect  life   ,    than  Leigh    has    created    a   masterful  piece   of  artistry   right  here  .",yes,yes,yes,yes,yes,yes,yes,yes
1016,Positive,1,2,1,"It     's   -LRB-    Ricci  's  -RRB-  best      work  yet  ,    this  girl-woman   who   sincerely   believes   she   can    thwart    the   world  's  misery   with   blind   good  will  .",yes,yes,yes,yes,yes,yes,yes,yes
1017,Positive,1,1,1,"Highlights    are      the   terrific  performances   by      Christopher  Plummer  ,   as   the   prime  villain  ,  and    Nathan  Lane   as     Vincent  Crummles  ,   the   eccentric   theater   company  manager .",yes,yes,yes,yes,yes,yes,yes,yes
1018,Positive,1,2,1,    -LRB-   Howard  -RRB-   so   good   as   Leon  Barlow  ...   that   he   hardly   seems   to   be  acting  .,yes,yes,yes,yes,yes,yes,yes,yes
1019,Positive,1,1,1,"Superior    genre    storytelling  ,   which    gets   under   our  skin   simply   by   crossing   the   nuclear  line  .",yes,yes,yes,yes,yes,yes,yes,yes
1022,Positive,1,1,1,"Subversive   ,    meditative   ,    clinical  and  poetic   ,    The   Piano  Teacher    is    a   daring  work   of  genius  .",yes,yes,yes,yes,yes,yes,yes,yes
1024,Negative,-1,-2,-1,   Its   gross-out  gags  and   colorful   set  pieces   ...    are    of   course   stultifyingly  contrived   and   too   stylized   by  half  .,yes,yes,yes,yes,yes,yes,yes,yes
1026,Positive,1,2,1,"It   further    declares       its  director  ,    Zhang  Yang   of  Shower  ,   as    a   boldly   experimental   ,   contemporary  stylist   with   a   bright  future  .",yes,yes,yes,yes,yes,yes,yes,yes
1027,Positive,1,1,1,"  Smith  's  approach       is  never   to  tease  ,     except  gently  and   in    that  way   that   makes     us   consider   our   own  eccentricities  and   how   they   are   expressed   through   our (2 homes .",no,no,yes,yes,no,yes,yes,yes
1028,Positive,1,2,1,"  Full   of   profound   ,   real-life  moments   that   anyone   can   relate  to   ,   it    deserves   a   wide  audience  .",yes,yes,yes,yes,yes,yes,yes,yes
1029,Positive,1,2,1,"A    movie   that   will      touch    the  hearts   of   both    children  and  adults  ,   as   well  as    bring  audiences   to    the  edge   of   their  seats  .",yes,yes,yes,yes,yes,yes,yes,yes
1030,Positive,1,2,-1," Leave   it   to      Rohmer  ,   now  82  ,   to   find   a   way   to    bend   current  technique   to    the  service   of    a  vision   of    the  past   that    is   faithful   to     both architectural glories  and    commanding   open  spaces   of   the  city   as   it   was     more   than  two  centuries  ago  .",yes,no,yes,yes,no,yes,yes,yes
1031,Negative,-1,-2,-1,"   Fine  acting  but   there   is    no  sense   of   connecting   the   dots   ,   just  dots  .",yes,yes,yes,yes,yes,yes,yes,yes
1033,Positive,1,2,1,  A   blessed  gift   to   film    geeks  and  historians  .,yes,no,yes,yes,no,yes,yes,yes
1035,Negative,-1,-1,1,It     took   19  predecessors   to   get  THIS  ?,yes,yes,yes,no,yes,yes,yes,yes
1036,Positive,1,2,1,"  Thoughtful  ,  even    stinging   at     times  ,  and   lots   of  fun  .",yes,yes,yes,yes,yes,yes,yes,yes
1037,Positive,1,1,1,"  One   of     the   most  haunting  ,    viciously  honest   coming-of-age  films   in   recent  memory  .",yes,yes,yes,yes,yes,yes,yes,yes
1038,Positive,1,2,1," The   WWII  drama       is  well   plotted   ,   visually  striking  and   filled   with     enjoyably  complex  characters   who    are  never   what   they   first  appear  .",yes,yes,yes,yes,yes,yes,yes,yes
1043,Neutral,0,0,1,It    's  haunting  .,yes,yes,yes,yes,yes,yes,yes,yes
1045,Positive,1,1,1," To    the   film  's  credit   ,        the  acting   is    fresh  and  unselfconscious  ,  and   Munch   is    a  marvel   of   reality   versus   sappy  sentiment  .",yes,yes,yes,yes,yes,yes,yes,yes
1046,Positive,1,2,1,"Chicago       is  ,   in   many  ways  ,   an   admirable  achievement  .",yes,yes,yes,yes,yes,yes,yes,yes
1047,Positive,1,1,1,"Shainberg        weaves    a    carefully  balanced  scenario   that   is   controlled   by   neither  character  ,   is   weirdly   sympathetic   to  both  and   manages   to   be    tender  and   darkly  comic .",yes,yes,yes,yes,yes,yes,yes,yes
1048,Positive,1,1,1," Even   when    foreign  directors   ...    borrow  stuff   from  Hollywood   ,   they   invariably       shake  up   the  formula  and   make   it   more  interesting  .",yes,yes,yes,yes,yes,yes,yes,yes
1050,Positive,1,1,-1,"Sturdy   ,      entertaining   period  drama  ...   both    Caine  and  Fraser    have   their  moments  .",yes,yes,yes,yes,yes,yes,yes,yes
1052,Positive,1,1,1," A   spunky   ,  original    take   on    a  theme   that   will   resonate   with   singles   of   many  ages  .",yes,yes,yes,yes,yes,yes,yes,yes
1053,Positive,1,2,1,It    's    a   glorious  groove   that   leaves   you   wanting  more  .,yes,yes,yes,yes,yes,yes,yes,yes
1054,Positive,1,1,-1,Majidi     gets   uniformly   engaging  performances   from   his    largely  amateur  cast  .,yes,yes,yes,yes,yes,yes,yes,yes
1055,Neutral,0,0,-1,...   a    well-observed  and   disturbing   little  movie,no,no,yes,yes,no,yes,yes,yes
1056,Positive,1,1,1, Fans   of  Nijinsky    will   savor    every  minute   of    Cox  's  work  .,yes,yes,yes,yes,yes,yes,yes,yes
1057,Positive,1,2,1," Everything   you    loved   about  it   in  1982       is  still  there  ,   for   everybody   who   wants   to       be   a  kid  again  ,  or    show  it   to   their   own  kids  .",yes,yes,yes,yes,yes,yes,yes,yes
1058,Positive,1,1,-1, Jagger   the  actor    is   someone   you   want   to   see  again  .,yes,yes,yes,yes,yes,yes,yes,yes
1060,Positive,1,1,1,"    There    is    a  kind   of   attentive  concern   that   Hoffman     brings   to   his  characters  ,   as   if   he   has   been    giving  them   private  lessons  ,  and   now   it   is time (2 for  their   first   public  recital  .",yes,yes,yes,yes,yes,yes,yes,yes
1061,Positive,1,2,1,  A   comic  gem   with   some   serious  sparkles  .,yes,yes,yes,yes,yes,yes,yes,yes
1062,Positive,1,1,-1, U.S.  audiences    may    find   -LRB-      Attal  and  Gainsbourg  's  -RRB-    unfamiliar  personas    give   the  film    an     intimate  and  quaint  reality   that   is      a  little  closer   to   human  nature  than   what   Hollywood   typically  concocts  .,yes,yes,yes,yes,yes,yes,yes,yes
1063,Positive,1,1,1," Once  again   ,    director  Jackson       strikes    a   rewarding  balance   between  emotion   on   the   human  scale  and   action\/effects   on   the   spectacular  scale  .",yes,yes,yes,yes,yes,yes,yes,yes
1064,Positive,1,2,1,  A   loving   little  film   of   considerable  appeal  .,yes,yes,yes,yes,yes,yes,yes,yes
1065,Positive,1,1,1," Although   it   's      a  bit  smug  and  repetitive   ,    this  documentary     engages   your  brain   in    a  way    few   current  films  do  .",yes,yes,yes,yes,yes,yes,yes,yes
1067,Negative,-1,-2,-1, Demands    too  much   of   most  viewers  .,yes,yes,yes,yes,yes,yes,yes,yes
1068,Negative,-1,-2,-1, The  story       drifts   so  inexorably   into  cliches   about      tortured     -LRB-  and  torturing  -RRB-  artists  and     consuming  but  impossible   love   that   you      ca  n't  help  but   become (0 (1  more  disappointed   as   each   overwrought   new  sequence  plods  on  .,yes,yes,yes,yes,yes,yes,yes,yes
1070,Neutral,0,0,0,So   I   just   did  .,yes,yes,yes,yes,yes,yes,yes,yes
1071,Negative,-1,-1,-1,"Shamelessly      sappy  and   ,   worse  ,    runs  away   from   its   own   provocative  theme  .",yes,yes,yes,yes,yes,yes,yes,yes
1072,Negative,-1,-1,1, The  Ring   just    left   me     cold  and  wet   like   I    was   out   in   the   Seattle  drizzle   without  rainwear  .,yes,yes,yes,yes,yes,yes,yes,yes
1073,Negative,-1,-1,-1, The  film    seems   a   dead  weight  .,yes,yes,yes,no,yes,yes,yes,yes
