Sentiment,Sentiment Num,Multi,Text
Positive,1,1,"It    's   rather   like     a   Lifetime  special  --   pleasant   ,    sweet  and  forgettable  ."
Positive,1,1, A   moody  horror\/thriller    elevated   by     deft  staging  and    the   director  's   well-known   narrative  gamesmanship  .
Positive,1,2," As   a   singular   character  study   ,   it    's  perfect  ."
Positive,1,2,It     's  also    the   year  's   sweetest  movie  .
Positive,1,2,"  A   graceful   ,   contemplative  film   that     gradually  and  artfully    draws  us   into    a  world   where      the  personal  and   the  political  get   fatally   intertwined  ."
Positive,1,1,"  While   not   as   aggressively   impressive   as   its   American  counterpart   ,   ``    In   the  Bedroom   ,   ''   Moretti   's  film    makes   its   own   ,  quieter  observations"
Positive,1,1,  The  experience   of   watching    blobby   old-school   CGI  animation   in   this   superlarge  format     is  just    surreal  enough   to   be  diverting  .
Positive,1,1, Time  Changer    may  not    be   the    most  memorable   cinema  session   but       its   profound   self-evaluation  message   about   our   fragile  existence  and    the  absence   of   spiritual  guidance  (2 (2 should (2  at (1 least   invade    an  abundance   of  mindsets
Neutral,0,0,"   ``     The  Emperor   's   New  Clothes   ''   begins   with   a   simple  plan  ...    Well   ,   at  least   that   's   the  plan  ."
Neutral,0,0,Haynes     has  so   fanatically    fetishized   every   bizarre   old-movie  idiosyncrasy   with    such   monastic  devotion   you     're  not  sure   if   you   should    applaud  or   look   into   having   him  committed .
Positive,1,2,"   -LRB-   Director   Peter   -RRB-  Jackson  and   his  crew     have  so       steeped  themselves   in    the  majesty   of    Tolkien  's  writing   that    every  frame   produces   new  joys  ,   (2 (2 whether  you  're    a  fan   of   the  books  or  not  ."
Neutral,0,0," While    the   glass  slipper     does  n't  quite  fit   ,   Pumpkin     is  definitely   a   unique   modern  fairytale  ."
Positive,1,2, The  drama    is     played  out   with     such   aching  beauty  and  truth   that   it    brings  tears   to   your  eyes  .
Positive,1,2,"   An     exciting  and  involving   rock   music  doc  ,   a    smart  and  satisfying    look   inside   that   tumultuous  world  ."
Positive,1,2,"  An   offbeat   ,      sometimes  gross  and   surprisingly  appealing   animated  film   about    the   true  meaning   of   the  holidays  ."
Positive,1,1, This  version      incarnates   the   prophetic  book   in   a  way   even    its   exacting  author   might  admire  .
Positive,1,1,"Sometimes   ,   nothing    satisfies   like   old-fashioned  swashbuckling  ."
Positive,1,1,"And    in   this  regard   ,    On  Guard   delivers  ."
Positive,1,1,"...       ambition   is   in    short  supply   in   the  cinema  ,  and   Egoyan     tackles   his  themes  and    explores    his   characters  '  crises   with    seriousness  and  compassion  ."
Positive,1,1," An   impossible  romance     ,  but   we   root   for   the   patronized   Iranian  lad  ."
Positive,1,2," Like   Dickens   with   his  passages   ,   McGrath     crafts    quite  moving  scenes   throughout    his    resolutely  dramatic  variation   on   the  novel  ."
Positive,1,1,"    There   's    a   disreputable  air   about   the   whole  thing  ,  and   that   's   what   makes   it  irresistible  ."
Positive,1,2,  an    exceedingly  clever  piece   of  cinema  .
Positive,1,2,"    another  great  `    what  you    do  n't  see  '   is    much   more  terrifying   than   what   you   do   see    thriller  ,   coupled   with   some   arresting   effects   ,   incandescent   tones  and  (4 stupendous (2 performances"
Positive,1,1, A   carefully  structured     scream   of  consciousness      that   is    tortured  and  unsettling  --  but   unquestionably  alive  .
Positive,1,1,  A      quietly  reflective  and  melancholy   New   Zealand  film   about    an   eventful  summer   in   a   13-year-old  girl    's  life  .
Positive,1,2," Cute   ,  funny   ,     heartwarming   digitally   animated   feature  film   with   plenty   of        slapstick  humor   for   the  kids  ,   lots   of   in-jokes   for   the  adults  and    heart  enough (3  for (2 everyone  ."
Positive,1,1,"  very   solid   ,   very  watchable   first  feature   for   director   Peter  Sheridan"
Positive,1,2,   a   budget  affair   that   exposes    the    generally  sad  existence   of   the  Bedouins   while    providing    a   precious  twinkle   of  insight   into   their  lives  .
Positive,1,1,"It      suggests    the   wide-ranging  effects   of   media  manipulation  ,   from    the  kind   of   reporting   that   is     done   by   the    supposedly  liberal  media  ...   to    the     intimate and  ultimately tragic  heartache   of    maverick  individuals   like    Hatfield  and  Hicks  ."
Positive,1,2,"  Workmanlike  ,       maybe  ,  but  still   a  film   with   all   the   elements   that   made    the   other   three    great   ,  scary  times   at   the  movies  ."
Positive,1,1,  A   pleasant   enough  comedy   that   should   have   found   a  summer   place  .
Positive,1,1,"    Branagh  ,   in   his    most  forceful   non-Shakespeare   screen  performance  ,    grounds    even   the   softest  moments   in   the   angry  revolt   of   his  wit  ."
Positive,1,2," Though    the  violence   is    far   less  sadistic   than  usual   ,    the  film    is      typical  Miike  :   fast   ,    furious  and  full   of   off-the-cuff   imaginative  flourishes  ."
Positive,1,2," Compelling   as   it   is  exotic   ,    Fast  Runner    has    a  plot   that   rivals   Shakespeare   for   intrigue   ,    treachery  and  murder  ."
Positive,1,1, What   it   lacks   in  originality   it     makes  up   for   in   intelligence   and   B-grade  stylishness  .
Neutral,0,0,  The   warm  presence   of   Zhao  Benshan    makes     the   preposterous   lying  hero   into  something   more   than   he   reasonably   should  be  .
Positive,1,2,"This     is   as  powerful     a  set   of  evidence   as   you    'll  ever   find   of      why   art  matters  ,  and   how   it   can    resonate  far     beyond   museum  walls  and   through  (2 to  the   (2 most   painfully  marginal  lives  ."
Positive,1,1, Director   Rob  Marshall     went  out   gunning   to   make   a   great  one  .
Positive,1,1,Skip    work   to    see  it   at   the   first  opportunity  .
Positive,1,2,  Bow  's   best  moments    are   when   he   's    getting   busy   on   the   basketball  court   because   that   's   when   he   really  scores  .
Positive,1,2, Offers   enough  playful    fun   to    entertain   the   preschool  set   while   embracing   a   wholesome  attitude  .
Negative,-1,-2," In   the  end   ,    Punch-Drunk  Love     is   one   of   those  films   that   I   wanted   to   like    much  more   than   I   actually  did  ."
Neutral,0,0,"Sometimes   ,   that    's  enough  ."
Positive,1,1," An   intimate   ,   good-humored   ethnic  comedy      like   numerous  others  but   cuts   deeper   than  expected  ."
Positive,1,2, Ice  Cube      holds   the  film  together   with   an   engaging   and   warm  performance  ...
Positive,1,1,  Both   deeply    weird  and  charmingly  dear  .
Positive,1,1," As   blunt   as   it   is   in   depicting   child  abuse   ,    El  Bola    is    a  movie   steeped   in    an  ambiguity   that    lends   its  conflicts   a   symbolic  resonance  ."
Positive,1,1," Despite    a  story    predictable  enough   to    make    The  Sound   of   Music  play   like   a   nail-biting  thriller   ,    its  heart    is   so   much   in    the   right  place   it   is  (1 difficult (2  to (1   get   really  peeved   at  it  ."
Positive,1,1,"   An    incredibly  low-rent   Danish  film  ,  it   brings    a  group   of     people   together   in   a     sweet  and  charming  way  ,   if    a  little  convenient"
Positive,1,1,"    It   's    the   cinematic  equivalent   of   a   good  page-turner  ,  and    even   if   it   's  nonsense   ,    its  claws   dig   surprisingly  deep  ."
Negative,-1,-2, Director   Nalin  Pan     does  n't   do   much   to   weigh    any  arguments     one  way  or   the  other  .
Positive,1,1,He   simply     presents    his  point   of  view   that   Ayurveda  works  .
Neutral,0,0,No   question  .
Positive,1,1, Claude  Miller     airs  out      a   tight  plot   with   an   easy  pace  and    a  focus   on    character  drama   over   crime-film  complications  .
Positive,1,1," What    Full  Frontal   lacks   in   thematic  coherence   it   largely     makes  up   for   as   loosey-goosey   ,   experimental  entertainment  ."
Negative,-1,-2,"Still   ,   I     'm  not   quite   sure   what    the  point  is  ..."
Positive,1,2,"  Rich   in   detail   ,   gorgeously    shot  and  beautifully  acted   ,    Les  Destinees       is  ,   in   its  quiet  ,     epic  way  ,      daring  ,  inventive  and   refreshingly  unusual  ."
Positive,1,1,"  -LRB-   A  -RRB-    Hollywood  sheen      bedevils   the  film   from   the   very  beginning  ...    -LRB-   but  -RRB-   Lohman   's  moist   ,     deeply  emotional  eyes    shine   through   this   bogus  veneer  ..."
Negative,-1,-1,   Do  we  really    need   a   77-minute  film   to    tell  us    exactly  why     a   romantic  relationship   between     a   15-year-old  boy  and   a   40-year-old  woman    does  n't  work  ?
Positive,1,2,Ford    deserves   to   be    remembered   at   Oscar  time   for   crafting    this   wonderful  portrait   of   a   conflicted  soldier  .
Negative,-1,-2,"  The   film  's   45-minute   running  time      stops   shy   of  overkill  ,   though   viewers   may   be   more   exhausted   than   the   athletes  onscreen  ."
Negative,-1,-1,  Do  n't    expect   any  surprises   in    this  checklist   of   teamwork  cliches  ...
Negative,-1,-2,"As      adapted   by    Kevin  Molony   from    Simon   Leys  '   novel   ``     The  Death   of  Napoleon  ''  and   directed   by     Alan  Taylor  ,    Napoleon  's  journey    is  interesting   but  his  Parisian  rebirth   is  stillborn"
Neutral,0,0,"     The  movie   addresses    a   hungry  need   for   PG-rated   ,   nonthreatening   family  movies  ,  but   it    does  n't    go   too  much  further  ."
Positive,1,2,"     This     warm  and  gentle   romantic  comedy   has     enough  interesting  characters   to   fill   several  movies  ,  and    its   ample  charms   should   win   over   the    most  hard-hearted  cynics  ."
Positive,1,1,  A  yarn   that    respects   the   Marvel  version   without  becoming    ensnared   by  it  .
Positive,1,2,This    is    a   happy  throwback   to    the  time   when   cartoons   were       cinema  's    most  idiosyncratic  form   instead   of  one   of  its   most  predictable  .
Positive,1,2,"     Complex  ,  affecting  and  uniquely  Almodóvar   ,    the  film      evokes   strong  emotions  and   pushes   viewers   to   question    their   deepest  notions   of   moral    right  and  wrong  ."
Positive,1,1,Good    ol'   urban   legend  stuff  .
Negative,-1,-2,Not     so   much   a  movie   as    a   picture  book   for   the   big  screen  .
Positive,1,1,"    This     is  n't   my  favorite   in   the  series  ,  still   I   enjoyed   it   enough   to  recommend  ."
