,Sentiment,Sentiment Num,Multi,Text,Text-original,Text_with_fullstop,Polarities Found,Polarity Count,Sarcasm?,Adversative Polarity,Adversative Present?,Polarity Count-after Adversative,Emoji Score,Polarity Count-multi
689,Positive,1,1,"is not quite the equal of woo is best earlier work , but it is easily his finest american film . . . comes close to recapturing the brilliance of his hong kong films .","  Is  n't    quite   the  equal   of    Woo  's   best   earlier  work     ,  but   it       's  easily   his   finest   American  film  ...  comes   close   to   recapturing    the  brilliance   of his Hong  Kong  films  .","is not quite the equal of woo is best earlier work , but it is easily his finest american film . . . comes close to recapturing the brilliance of his hong kong films .","[0, 11, 0, 0, 0, 0, 1, 0, (1, -7), 0, 0, 0, 8, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",-1,-1,1,1,1,0,2
690,Positive,1,1,"the film hinges on its performances , and both leads are up to the task .","     The  film   hinges   on   its  performances  ,  and    both  leads    are  up   to   the  task  .","the film hinges on its performances , and both leads are up to the task .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1,0,1,0,1,0,1
691,Positive,1,1,"an intelligent , earnest , intimate film that drops the ball only when it pauses for blunt exposition to make sure you are getting its metaphysical point .","  An   intelligent   ,   earnest   ,   intimate  film   that     drops   the  ball  only   when   it    pauses   for   blunt  exposition   to   make   sure  you    're   getting   its   metaphysical  point .","an intelligent , earnest , intimate film that drops the ball only when it pauses for blunt exposition to make sure you are getting its metaphysical point .","[0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",-1,-1,1,0,-1,0,-1
692,Positive,1,1,a modest pleasure that accomplishes its goals with ease and confidence .,  A   modest  pleasure  that     accomplishes   its  goals   with    ease  and  confidence  .,a modest pleasure that accomplishes its goals with ease and confidence .,"[0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0]",1,0,1,0,1,0,1
693,Positive,1,2,"a breezy , diverting , conventional , well-acted tale of two men locked in an ongoing game of cat-and-cat .","  A   breezy   ,   diverting   ,   conventional   ,   well-acted  tale   of   two  men    locked   in    an   ongoing  game   of  cat-and-cat  .","a breezy , diverting , conventional , well-acted tale of two men locked in an ongoing game of cat-and-cat .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,0,0,0,0
694,Positive,1,1,what jackson has accomplished here is amazing on a technical level ., What   Jackson   has   accomplished  here    is   amazing   on   a   technical  level  .,what jackson has accomplished here is amazing on a technical level .,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]",1,0,1,0,1,0,2
695,Positive,1,1,"as teen movies go , `` orange county  is a refreshing change"," As    teen  movies  go   ,    ``   Orange   County  ''   is   a   refreshing  change","as teen movies go , `` orange county  is a refreshing change","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,0,0,0,0
696,Positive,1,2,"makes s seem very romantic , and maggie gyllenhaal is a delight .","     Makes  S&M   seem   very  romantic  ,  and    Maggie  Gyllenhaal   is   a  delight  .","makes s seem very romantic , and maggie gyllenhaal is a delight .","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",1,0,1,0,1,0,2
697,Positive,1,1,"a deliciously mordant , bitter black comedy .","   A   deliciously  mordant  ,   bitter   black  comedy  .","a deliciously mordant , bitter black comedy .","[0, 1, -1, 0, -1, 0, 1, 0]",-1,-1,-1,0,-1,0,-1
698,Positive,1,1,"although life or something like it is very much in the mold of feel-good movies , the cast and director stephen herek is polished direction pour delightfully piquant wine from aged bottles ."," Although     Life  or  Something    Like  It   is   very   much   in    the  mold   of   feel-good  movies   ,     the   cast   and   director   Stephen   Herek  's   polished  direction     pour   delightfully  piquant  wine   from   aged  bottles  .","although life or something like it is very much in the mold of feel-good movies , the cast and director stephen herek is polished direction pour delightfully piquant wine from aged bottles .","[-8, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1, 1, 0, 0, 0, 0, 0, 0]",-1,-1,0,1,0,0,0
699,Positive,1,2,"it is risky , intelligent , romantic and rapturous from start to finish .","It     is   risky   ,   intelligent   ,    romantic  and  rapturous   from   start   to  finish  .","it is risky , intelligent , romantic and rapturous from start to finish .","[0, 0, -1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0]",-1,-1,1,0,-1,0,-1
700,Neutral,0,0,the movie sticks much closer to hornby is drop-dead confessional tone than the film version of high fidelity did ., The  movie     sticks    much  closer   to    Hornby  's   drop-dead   confessional  tone   than     the   film  version   of   High  Fidelity  did  .,the movie sticks much closer to hornby is drop-dead confessional tone than the film version of high fidelity did .,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1,0,1,0,1,0,2
701,Positive,1,1,"a pleasant ramble through the sort of idoosyncratic terrain that errol morris has often dealt with . . . it does possess a loose , lackadaisical charm .","    A  pleasant    ramble   through    the  sort   of   idoosyncratic  terrain   that    Errol  Morris    has  often   dealt  with  ...   it   does   possess   a   loose   ,   lackadaisical  charm  .","a pleasant ramble through the sort of idoosyncratic terrain that errol morris has often dealt with . . . it does possess a loose , lackadaisical charm .","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, -1, 1, 0]",-1,-1,-1,0,-1,0,-1
702,Positive,1,1,"this is a raw and disturbing tale that took five years to make , and the trio is absorbing narrative is a heart-wrenching showcase indeed .","    This   is    a     raw  and  disturbing  tale   that    took   five  years   to  make  ,  and     the   trio  's   absorbing  narrative    is   a   heart-wrenching  showcase  indeed  .","this is a raw and disturbing tale that took five years to make , and the trio is absorbing narrative is a heart-wrenching showcase indeed .","[0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-1,0,-1,0,-1,0,-2
703,Positive,1,2,a beautiful and haunting examination of the stories we tell ourselves to make-sense of the mundane horrors of the world .,  A     beautiful  and  haunting  examination   of   the  stories   we    tell   ourselves   to   make   sense   of    the   mundane  horrors   of   the  world  .,a beautiful and haunting examination of the stories we tell ourselves to make-sense of the mundane horrors of the world .,"[0, 1, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, -1, -1, 0, 0, 0, 0]",-1,-1,-1,0,-1,0,-2
704,Positive,1,2,"aside from being the funniest movie of the year , simone , andrew niccol is brilliant anti-hollywood satire , has a wickedly eccentric enchantment to it ."," Aside   from   being    the   funniest  movie   of   the  year   ,      Simone  ,    Andrew   Niccol  's   brilliant   anti-Hollywood  satire  ,    has    a    wickedly  eccentric  enchantment   to  it  .","aside from being the funniest movie of the year , simone , andrew niccol is brilliant anti-hollywood satire , has a wickedly eccentric enchantment to it .","[0, 0, 0, 0, (1, -7), 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1, 0, 0, 0, -1, -1, 0, 0, 0, 0]",-1,-1,-1,0,-1,0,-2
705,Positive,1,1,watstein handily directs and edits around his screenplay is sappier elements . . . and sustains off the hook is buildup with remarkable assuredness for a first-timer .,Watstein   handily        directs  and   edits   around    his   screenplay  's   sappier  elements  ...  and    sustains  Off     the   Hook  's  buildup   with    remarkable  assuredness   for   a  first-timer .,watstein handily directs and edits around his screenplay is sappier elements . . . and sustains off the hook is buildup with remarkable assuredness for a first-timer .,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",1,0,1,0,1,0,2
706,Negative,-1,-1,just-another fish-out-of-water story that barely stays afloat .,Just     another   fish-out-of-water  story   that   barely   stays  afloat  .,just-another fish-out-of-water story that barely stays afloat .,"[-1, 0, 0, 0, 0, 0, 0, 0]",-1,0,-1,0,-1,0,-1
707,Positive,1,1,it is the kind of pigeonhole-resisting romp that hollywood too rarely provides .,It     's    the  kind   of   pigeonhole-resisting  romp   that   Hollywood   too   rarely  provides  .,it is the kind of pigeonhole-resisting romp that hollywood too rarely provides .,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0]",1,0,1,0,1,0,2
708,Positive,1,1,"reinforces the often forgotten fact of the world is remarkably varying human population and mindset , and its capacity to heal using creative , natural and ancient antidotes ."," Reinforces       the    often  forgotten  fact   of    the   world  's    remarkably  varying   human    population  and  mindset  ,  and   its   capacity   to   heal   using   creative   ,   natural   and   ancient antidotes  .","reinforces the often forgotten fact of the world is remarkably varying human population and mindset , and its capacity to heal using creative , natural and ancient antidotes .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]",1,0,1,0,1,0,2
709,Positive,1,2,"you can feel the heat that ignites this gripping tale , and the humor and humanity that root it in feeling .","You    can   feel       the  heat   that   ignites   this   gripping  tale  ,  and    the    humor  and  humanity   that    root  it   in  feeling  .","you can feel the heat that ignites this gripping tale , and the humor and humanity that root it in feeling .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,1,0,1,0,1
710,Positive,1,1,"it is hard not to be seduced by -lrb- witherspoon is -rrb- charisma , even in this run-of-the-mill vehicle , because this girl knows how to drive it to the max .","It        's  hard   not   to   be     seduced   by    -LRB-    Witherspoon  's  -RRB-  charisma  ,  even   in   this   run-of-the-mill  vehicle  ,   because    this  girl   knows   how   to    drive  it to  the max  .","it is hard not to be seduced by -lrb- witherspoon is -rrb- charisma , even in this run-of-the-mill vehicle , because this girl knows how to drive it to the max .","[0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-1,-1,1,0,-1,0,-2
711,Positive,1,1,a movie for 11-year-old boys with sports dreams of their own and the preteen girls who worship lil  bow wow .,  A  movie   for      11-year-old  boys   with    sports  dreams   of   their  own  and    the   preteen  girls   who   worship    Lil  '   Bow  Wow  .,a movie for 11-year-old boys with sports dreams of their own and the preteen girls who worship lil  bow wow .,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]",1,0,1,0,1,0,2
712,Positive,1,1,a refreshingly authentic coming-of-age tale .,A   refreshingly   authentic   coming-of-age   tale  .,a refreshingly authentic coming-of-age tale .,"[0, 0, 1, 0, 0, 0]",1,0,1,0,1,0,1
713,Negative,-1,-1,"if you are not into the pokemon franchise , this fourth animated movie in four years wo not convert you -- or even keep your eyes open ."," If   you    're  not   into   the   Pokemon  franchise   ,     this   fourth   animated  movie   in   four  years     wo  n't      convert  you  --  or   even    keep   your  eyes  open  .","if you are not into the pokemon franchise , this fourth animated movie in four years wo not convert you -- or even keep your eyes open .","[0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,0,0,0,0
714,Positive,1,1,but fans slightly negative fun meeting a brand-new pokemon called celebi .,But   fans    should   have    fun  meeting    a   brand-new  Pokemon   called  Celebi  .,but fans slightly negative fun meeting a brand-new pokemon called celebi .,"[8, 1, 0, -1, 1, 0, 0, 1, 0, 0, 0, 0]",-1,-1,1,1,1,0,1
715,Positive,1,1,"from the big giant titles of the opening credits to elmer bernstein is perfectly melodic score , haynes gets just about everything right ."," From    the   big   giant  titles   of    the   opening  credits   to    Elmer   Bernstein  's    perfectly  melodic  score   ,   Haynes     gets  just   about   everything  right  .","from the big giant titles of the opening credits to elmer bernstein is perfectly melodic score , haynes gets just about everything right .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",1,0,1,0,1,0,2
716,Positive,1,2,"whether seen on a 10-inch television screen or at your local multiplex , the edge-of-your-seat , educational antics of steve irwin are priceless entertainment ."," Whether   seen     on   a   10-inch   television  screen  or   at   your   local  multiplex   ,     the   edge-of-your-seat   ,   educational  antics   of   Steve  Irwin    are   priceless  entertainment  .","whether seen on a 10-inch television screen or at your local multiplex , the edge-of-your-seat , educational antics of steve irwin are priceless entertainment .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",1,0,1,0,1,0,1
717,Positive,1,1,has a shambling charm . . . a cheerfully inconsequential diversion .,   Has   a   shambling  charm  ...   a    cheerfully  inconsequential  diversion  .,has a shambling charm . . . a cheerfully inconsequential diversion .,"[0, 0, 0, 1, 0, 0, 0, 0, 1, -1, 0, 0]",-1,-1,1,0,-1,0,-1
718,Neutral,0,0,ferrara directs the entire film with the kind of detachment that makes any given frame look like a family is custom-made christmas card .,Ferrara     directs   the   entire  film   with     the  kind   of  detachment   that   makes    any   given   frame  look   like    a   family  's   custom-made   Christmas  card  .,ferrara directs the entire film with the kind of detachment that makes any given frame look like a family is custom-made christmas card .,"[0, 0, 0, 0, 0, 0, 0, 1, 0, -1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",-1,-1,1,0,-1,0,-2
719,Positive,1,2,the movie has lots of dancing and fabulous music ., The  movie    has   lots   of   dancing   and   fabulous  music  .,the movie has lots of dancing and fabulous music .,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1,0,1,0,1,0,2
720,Positive,1,1,"there are slow and repetitive parts , but it has just enough spice to keep it interesting .","    There   are     slow  and  repetitive  parts  ,  but   it    has   just  enough   spice   to   keep   it  interesting  .","there are slow and repetitive parts , but it has just enough spice to keep it interesting .","[0, 0, -1, 0, -1, 0, 0, 8, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0]",-1,-1,1,1,1,0,1
721,Positive,1,1,an incredibly clever and superbly paced caper filled with scams within scams within scams ., An      incredibly  clever  and   superbly  paced  caper      filled   with  scams   within  scams   within  scams  .,an incredibly clever and superbly paced caper filled with scams within scams within scams .,"[0, 1, 1, 0, 1, 0, 0, 0, 0, -1, 0, -1, 0, -1, 0]",-1,-1,-1,0,-1,0,-2
722,Positive,1,1,"there is not much more to this adaptation of the nick hornby novel than charm -- effortless , pleasurable , featherweight charm ."," There     's  not    much  more   to    this  adaptation   of   the   Nick   Hornby  novel   than  charm   --    effortless   ,   pleasurable   ,   featherweight  charm  .","there is not much more to this adaptation of the nick hornby novel than charm -- effortless , pleasurable , featherweight charm .","[0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0]",-1,-1,1,0,-1,0,-2
